id,timestamp,sender_id,message,bot_message,uc,outcome,silent,user_intent,user_timestamp_detail,bot_timestamp_detail,wait_time
26,2020-06-10,2930165970343785,Màu mình gửi còn k b ơi,"Sản phẩm 𝐆𝐡𝐞̂́ 𝐨̂ 𝐭𝐨̂ cao cấp 𝐄𝐯𝐞𝐫𝐲 𝐒𝐭𝐚𝐠𝐞 𝐅𝐗 𝐒𝐢𝐠𝐧𝐚𝐭𝐮𝐫𝐞 (NOIR) hãng sản xuất Joie hiện shop đang có mức giá: *7,990,000 VND*.
",, ,0,query_knowledge_base,2020-06-10 03:49:18,2020-06-10 03:49:18,0.0
27,2020-06-10,2891958157587464,"https://scontent.xx.fbcdn.net/v/t1.15752-9/103278080_735338127204381_4161603760796603519_n.jpg?_nc_cat=103&_nc_sid=b96e70&_nc_ohc=arFOcmEaabQAX-rRrrs&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=b6299a2d72cea757fe1c0719f4dff225&oe=5F06EB83
Mình muốn mua ghế này","Dạ, có phải bạn muốn hỏi một trong các sản phẩm dưới đây không ạ?
 (Vui lòng ấn chọn 1 sản phẩm)",1.1, ,0,query_knowledge_base,2020-06-10 02:48:05,2020-06-10 02:48:07,2.0
27,2020-06-10,2891958157587464,Mình gửi nhà xe vào,bot handover_to_inbox,, ,0,handover_to_inbox,2020-06-10 02:48:49,no_timestamp,no_wait_time
28,2020-06-09,3958024954269387,/start_conversation,"Chào Thư Lê, mình là trợ lý ảo của Shop Gấu & Bí Ngô!
Để hỗ trợ bạn nhanh nhất có thể, vui lòng mô tả ngắn gọn và rõ ràng sản phẩm muốn tìm kiếm nhé!",1.1, ,0,start_conversation,2020-06-09 09:40:57,2020-06-09 09:40:57,0.0
28,2020-06-09,3958024954269387,kệ chữ A của winfun còn kg,"Sản phẩm Kệ chữ A phát nhạc 5 trong 1 Winfun 0846 hãng sản xuất Winfun hiện shop đang có hãng sản xuất: *Winfun*.
Bạn tham khảo các sản phẩm sau nhé ạ:",, ,0,query_knowledge_base,2020-06-09 09:41:34,2020-06-09 09:41:34,0.0
28,2020-06-09,3958024954269387,https://scontent.xx.fbcdn.net/v/t1.15752-9/103265930_601503007174042_2492472536574937193_n.jpg?_nc_cat=104&_nc_sid=b96e70&_nc_ohc=4_ZeJ39PmkwAX8g0GzZ&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=74bfaf73354b3c8c7f3757b444365df9&oe=5F05CCBF,"Dạ, có phải bạn muốn hỏi một trong các sản phẩm dưới đây không ạ?
 (Vui lòng ấn chọn 1 sản phẩm)",, ,0,send_link,2020-06-09 10:20:27,2020-06-09 10:20:32,5.0
28,2020-06-09,3958024954269387,mình thấy trên Tiki còn sp này fai kg shop,Bạn vui lòng bấm vào sản phẩm để xem ảnh và thông tin chi tiết nhé!,, ,0,query_knowledge_base,2020-06-09 10:20:41,2020-06-09 10:20:41,0.0
29,2020-06-09,2820624228046991,/start_conversation,"Chào Nguyễn Hải, mình là trợ lý ảo của Shop Gấu & Bí Ngô!
Để hỗ trợ bạn nhanh nhất có thể, vui lòng mô tả ngắn gọn và rõ ràng sản phẩm muốn tìm kiếm nhé!",, ,0,start_conversation,2020-06-09 10:00:37,2020-06-09 10:00:37,0.0
29,2020-06-09,2820624228046991,Hi shop,"Chào bạn, mình là trợ lý ảo của Shop Gấu & Bí Ngô, mình giúp gì được bạn ạ?",, ,0,greet,2020-06-09 10:00:51,2020-06-09 10:00:51,0.0
29,2020-06-09,2820624228046991,Bên mình còn gấu bông iwava ô,"Mình chưa xác định được món đồ bạn hỏi, bạn mô tả rõ hơn giúp mình nhé!",, ,0,query_knowledge_base,2020-06-09 10:01:13,2020-06-09 10:01:14,1.0
29,2020-06-09,2820624228046991,https://scontent.xx.fbcdn.net/v/t1.15752-9/101784704_2153006441511637_4173048845534648478_n.png?_nc_cat=100&_nc_sid=b96e70&_nc_oc=AQl9HZVedAgy5KltXFVvLrPfrX_qlfbAfG17iFX0jzF5t3J7uIzNeuY98_ZqhhXS5PnGk1F8saKmNXatAeCPtQ-I&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=8fde8cc48c31c1eb0af9a154323471f5&oe=5F041EFC,"Dạ, có phải bạn muốn hỏi một trong các sản phẩm dưới đây không ạ?
 (Vui lòng ấn chọn 1 sản phẩm)",, ,0,send_link,2020-06-09 10:01:42,2020-06-09 10:02:05,23.0
29,2020-06-09,2820624228046991,Kiểu chó xài pin đó shop,"Dạ, sản phẩm hiện tại bên shop đang tạm hết hàng ạ. Bạn tham khảo các sản phẩm khác dành cho bé nhé!",1.2, ,0,handover_to_inbox,2020-06-09 10:02:07,2020-06-09 10:14:49,762.0
29,2020-06-09,2820624228046991,"/query_knowledge_base{""url"": ""https://shopee.vn/product/36371562/7408016900"", ""product_id"": ""https://shopee.vn/product/36371562/7408016900""}","Dạ, sản phẩm hiện tại bên shop đang tạm hết hàng ạ. Bạn tham khảo các sản phẩm khác dành cho bé nhé!",1.2, ,0,query_knowledge_base,2020-06-09 10:14:49,2020-06-09 10:14:49,0.0
30,2020-06-09,3357701047583052,/start_conversation,"Chào Vũ Hường, mình là trợ lý ảo của Shop Gấu & Bí Ngô!
Để hỗ trợ bạn nhanh nhất có thể, vui lòng mô tả ngắn gọn và rõ ràng sản phẩm muốn tìm kiếm nhé!",1.1, ,0,start_conversation,2020-06-09 07:27:09,2020-06-09 07:27:10,1.0
30,2020-06-09,3357701047583052,"https://scontent.xx.fbcdn.net/v/t1.15752-9/101987866_262217024859877_6698727800606639491_n.jpg?_nc_cat=104&_nc_sid=b96e70&_nc_ohc=h0m9vuGDuO0AX9aKbe8&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=0600cefcc232dd0211877472d27ee836&oe=5F0424DA
Xem giúp e mẫu này còn ko ạ?","Dạ, có phải bạn muốn hỏi một trong các sản phẩm dưới đây không ạ?
 (Vui lòng ấn chọn 1 sản phẩm)",, ,0,query_knowledge_base,2020-06-09 07:27:40,2020-06-09 07:27:44,4.0
30,2020-06-09,3357701047583052,"https://scontent.xx.fbcdn.net/v/t1.15752-9/101987866_262217024859877_6698727800606639491_n.jpg?_nc_cat=104&_nc_sid=b96e70&_nc_ohc=h0m9vuGDuO0AX9aKbe8&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=0600cefcc232dd0211877472d27ee836&oe=5F0424DA
Mình hỏi mua mẫu này","Dạ, có phải bạn muốn hỏi một trong các sản phẩm dưới đây không ạ?
 (Vui lòng ấn chọn 1 sản phẩm)",, ,0,query_knowledge_base,2020-06-09 07:28:49,2020-06-09 07:28:51,2.0
30,2020-06-09,3357701047583052,Chú khỉ xúc xắc infantino,Bot doing sth,, ,0,query_knowledge_base,2020-06-09 07:29:13,2020-06-09 07:29:13,0.0
31,2020-06-09,3196563313740027,/start_conversation,"Chào Thu Gam, mình là trợ lý ảo của Shop Gấu & Bí Ngô!
Để hỗ trợ bạn nhanh nhất có thể, vui lòng mô tả ngắn gọn và rõ ràng sản phẩm muốn tìm kiếm nhé!",, ,0,start_conversation,2020-06-09 06:41:00,2020-06-09 06:41:01,1.0
31,2020-06-09,3196563313740027,Alo,"Chào bạn, mình là trợ lý ảo của Shop Gấu & Bí Ngô, mình giúp gì được bạn ạ?",, ,0,greet,2020-06-09 06:41:10,2020-06-09 06:41:10,0.0
31,2020-06-09,3196563313740027,"https://scontent.xx.fbcdn.net/v/t1.15752-9/102921529_878878555855378_1971949545253212487_n.jpg?_nc_cat=107&_nc_sid=b96e70&_nc_ohc=7QBxvUU0YgwAX_6d57w&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=4d8744dddfa5e0d14a49ab2da34c30f6&oe=5F0331FD
Bên shop có xe nay ko","Dạ, có phải bạn muốn hỏi một trong các sản phẩm dưới đây không ạ?
 (Vui lòng ấn chọn 1 sản phẩm)",, ,0,query_knowledge_base,2020-06-09 06:41:39,2020-06-09 06:41:45,6.0
31,2020-06-09,3196563313740027,"/disagree{""object_type"": null}",Bạn vui lòng mô tả rõ mong muốn của bạn hoặc chat với nhân viên tư vấn nhé!,1.2, ,0,disagree,2020-06-09 06:42:00,2020-06-09 06:42:00,0.0
31,2020-06-09,3196563313740027,/connect_employee,bot handover_to_inbox,, ,0,connect_employee,2020-06-09 06:42:07,no_timestamp,no_wait_time
32,2020-06-09,2010721315680289,"https://scontent.xx.fbcdn.net/v/t1.15752-9/103423811_2280568422239359_6443076849383541888_n.jpg?_nc_cat=103&_nc_sid=b96e70&_nc_ohc=oLQ0lPSGSz4AX-qGfQL&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=e6811a16f30da3aee0c99aa730d02cea&oe=5F0679A0
Mình Ck xong địu em bé nha",bot handover_to_inbox,1.1, ,0,handover_to_inbox,2020-06-09 03:55:56,no_timestamp,no_wait_time
33,2020-06-09,3099266850165938,Có bàn ghế k ạ,"Mình chưa xác định được món đồ bạn hỏi, bạn mô tả rõ hơn giúp mình nhé!",, ,0,query_knowledge_base,2020-06-09 02:06:33,2020-06-09 02:06:34,1.0
33,2020-06-09,3099266850165938,"https://scontent.xx.fbcdn.net/v/t1.15752-9/101799982_404099567143965_633643183570482430_n.jpg?_nc_cat=110&_nc_sid=b96e70&_nc_ohc=2nlz31UELCsAX9cL6WZ&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=849ff6871f761c9053e4637acfa2e062&oe=5F02A08F
Đây ạ","Dạ, có phải bạn muốn hỏi một trong các sản phẩm dưới đây không ạ?
 (Vui lòng ấn chọn 1 sản phẩm)",, ,0,query_knowledge_base,2020-06-09 02:08:02,2020-06-09 02:08:04,2.0
33,2020-06-09,3099266850165938,"/disagree{""object_type"": null}",Bạn vui lòng mô tả rõ mong muốn của bạn hoặc chat với nhân viên tư vấn nhé!,1.2, ,0,disagree,2020-06-09 02:08:37,2020-06-09 02:08:37,0.0
33,2020-06-09,3099266850165938,Bộ mình gửi anh đó ạ,bot handover_to_inbox,, ,0,query_knowledge_base,2020-06-09 02:09:00,no_timestamp,no_wait_time
34,2020-06-08,4655795327779483,/start_conversation,"Chào Đào Hoàng Oanh, mình là trợ lý ảo của Shop Gấu & Bí Ngô!
Để hỗ trợ bạn nhanh nhất có thể, vui lòng mô tả ngắn gọn và rõ ràng sản phẩm muốn tìm kiếm nhé!",1.1, ,0,start_conversation,2020-06-08 06:36:09,2020-06-08 06:36:10,1.0
34,2020-06-08,4655795327779483,"chào bạn
ghế này bạn còn k
https://scontent.xx.fbcdn.net/v/t1.15752-9/101850917_2581078348774230_2019549895028403871_n.png?_nc_cat=101&_nc_sid=b96e70&_nc_ohc=Xe07WCWV9n8AX_yHCJb&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=84d76a4ded603c7980d3ef83fb4da084&oe=5F022802
có hàng sẵn k ạ",Dạ mời bạn tham khảo sản phẩm hiện có tại shop nhé!,, ,0,query_knowledge_base,2020-06-08 06:36:39,2020-06-08 06:36:46,7.0
34,2020-06-08,4655795327779483,có hàng sẵn ở cửa hàng k ạ?,bot handover_to_inbox,, ,0,handover_to_inbox,2020-06-08 06:37:21,no_timestamp,no_wait_time
35,2020-06-08,3016773925116833,/start_conversation,"Chào Hương Ngân, mình là trợ lý ảo của Shop Gấu & Bí Ngô!
Để hỗ trợ bạn nhanh nhất có thể, vui lòng mô tả ngắn gọn và rõ ràng sản phẩm muốn tìm kiếm nhé!",1.1, ,0,start_conversation,2020-06-08 04:34:27,2020-06-08 04:34:27,0.0
35,2020-06-08,3016773925116833,"Em ơi, bên em có xe đẩy mastella ko?","Sản phẩm Xe đẩy 2 chiều cao cấp Mastela hãng sản xuất Mastela hiện shop đang có mức giá: *1,640,000 VND (giá gốc 3,100,000 VND)*.
",, ,0,query_knowledge_base,2020-06-08 04:35:04,2020-06-08 04:35:05,1.0
35,2020-06-08,3016773925116833,Xe du lịch 1 chiều em ạ,"Sản phẩm Xe đẩy 2 chiều cao cấp Mastela hãng sản xuất Mastela hiện shop đang có mức giá: *1,640,000 VND (giá gốc 3,100,000 VND)*.
",, ,0,query_knowledge_base,2020-06-08 04:35:47,2020-06-08 04:35:47,0.0
35,2020-06-08,3016773925116833,https://scontent.xx.fbcdn.net/v/t1.15752-9/102572741_273787503815652_634168482762550545_n.jpg?_nc_cat=111&_nc_sid=b96e70&_nc_oc=AQkUVtP8ecAaJZIE5RiIZ-ghcX2At1VPScBdzFaTkRlxvZkISg_Oyq0XVbAR-oNZXZZRyeZhvAKMOv-leU5rNQrr&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=49d3761631e158eb4ab3a4291f6ed91d&oe=5F02449A,"Dạ, có phải bạn muốn hỏi một trong các sản phẩm dưới đây không ạ?
 (Vui lòng ấn chọn 1 sản phẩm)",, ,0,send_link,2020-06-08 04:36:29,2020-06-08 04:36:32,3.0
35,2020-06-08,3016773925116833,Loại này em ạ,Bot doing sth,, ,0,query_knowledge_base,2020-06-08 04:36:40,2020-06-08 04:36:40,0.0
36,2020-06-08,1453642688045073,Shop còn ghế ăn dặm Aria care ko ạ,Bot doing sth,1.1, ,0,query_knowledge_base,2020-06-08 04:21:09,2020-06-08 04:21:09,0.0
36,2020-06-08,1453642688045073,https://scontent.xx.fbcdn.net/v/t1.15752-9/101010297_259284498671147_853708461528253475_n.jpg?_nc_cat=100&_nc_sid=b96e70&_nc_ohc=MWnZozX70wAAX-sm2Gl&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=c436c7bf56b95ebefeb7dbe20d0e3881&oe=5F01B187,"Dạ, có phải bạn muốn hỏi một trong các sản phẩm dưới đây không ạ?
 (Vui lòng ấn chọn 1 sản phẩm)",, ,0,send_link,2020-06-08 04:21:27,2020-06-08 04:21:33,6.0
37,2020-06-05,1304961172966449,"https://scontent.xx.fbcdn.net/v/t1.15752-9/101091924_184707619556051_4027479597548306432_n.jpg?_nc_cat=108&_nc_sid=b96e70&_nc_ohc=pBzFjhfHsKcAX9YtdZJ&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=66fb96d2888de0fa50f5c3eb2b581667&oe=5F00908E
Còn ko shop","Dạ, có phải bạn muốn hỏi một trong các sản phẩm dưới đây không ạ?
 (Vui lòng ấn chọn 1 sản phẩm)",1.1, ,0,query_knowledge_base,2020-06-05 08:52:42,2020-06-05 08:52:44,2.0
37,2020-06-05,1304961172966449,https://scontent.xx.fbcdn.net/v/t1.15752-9/101091924_184707619556051_4027479597548306432_n.jpg?_nc_cat=108&_nc_sid=b96e70&_nc_ohc=pBzFjhfHsKcAX9YtdZJ&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=66fb96d2888de0fa50f5c3eb2b581667&oe=5F00908E,"Dạ, có phải bạn muốn hỏi một trong các sản phẩm dưới đây không ạ?
 (Vui lòng ấn chọn 1 sản phẩm)",, ,0,send_link,2020-06-05 08:53:21,2020-06-05 08:53:24,3.0
38,2020-06-05,2195476057144108,"https://scontent.xx.fbcdn.net/v/t1.15752-9/99426024_3250833441603144_1695431163205648384_n.jpg?_nc_cat=108&_nc_sid=b96e70&_nc_ohc=mM2s1mVESx8AX81CDrM&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=f8f48abb31257d86c6dfa46f6a771192&oe=5F002348
Mình muốn đặt 2sp này","Mình chưa xác định được món đồ bạn hỏi, bạn mô tả rõ hơn giúp mình nhé!",1.2, ,0,query_knowledge_base,2020-06-05 08:44:01,2020-06-05 08:44:06,5.0
38,2020-06-05,2195476057144108,mình check trên shopee nhưng tận thứ 3 mới nhận dc,bot handover_to_inbox,, ,0,handover_to_inbox,2020-06-05 08:45:23,no_timestamp,no_wait_time
39,2020-06-05,4506969552662036,/start_conversation,"Chào Phuong Nguyen, mình là trợ lý ảo của Shop Gấu & Bí Ngô!
Để hỗ trợ bạn nhanh nhất có thể, vui lòng mô tả ngắn gọn và rõ ràng sản phẩm muốn tìm kiếm nhé!",1.1, ,0,start_conversation,2020-06-05 07:49:59,2020-06-05 07:50:00,1.0
39,2020-06-05,4506969552662036,Chào shop,"Chào bạn, mình là trợ lý ảo của Shop Gấu & Bí Ngô, mình giúp gì được bạn ạ?",, ,0,greet,2020-06-05 07:50:19,2020-06-05 07:50:19,0.0
39,2020-06-05,4506969552662036,Mình muốn hỏi mua bộ này,"Mình chưa xác định được món đồ bạn hỏi, bạn mô tả rõ hơn giúp mình nhé!",, ,0,query_knowledge_base,2020-06-05 07:50:44,2020-06-05 07:50:45,1.0
39,2020-06-05,4506969552662036,https://scontent.xx.fbcdn.net/v/t1.15752-9/101068651_343896426579181_5166309997356777472_n.png?_nc_cat=103&_nc_sid=b96e70&_nc_ohc=sxSrG2Mj7LEAX_V0waJ&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=1f86a695071f093522e832593a27ae0c&oe=5EFE16E6,"Dạ, có phải bạn muốn hỏi một trong các sản phẩm dưới đây không ạ?
 (Vui lòng ấn chọn 1 sản phẩm)",, ,0,send_link,2020-06-05 07:51:08,2020-06-05 07:51:24,16.0
39,2020-06-05,4506969552662036,"5,000,000 VND còn 4,100,000 VND phải không shop",Dạ mời bạn tham khảo sản phẩm hiện có tại shop nhé!,, ,0,handover_to_inbox,2020-06-05 07:57:47,2020-06-05 07:58:54,67.0
39,2020-06-05,4506969552662036,"/query_knowledge_base{""url"": ""https://www.facebook.com/shopgauvabingo/posts/2434989970144660"", ""product_id"": ""https://www.facebook.com/shopgauvabingo/posts/2434989970144660""}",Dạ mời bạn tham khảo sản phẩm hiện có tại shop nhé!,, ,0,query_knowledge_base,2020-06-05 07:58:53,2020-06-05 07:58:54,1.0
40,2020-06-05,1718344591571514,"Bạn ơi
Bạn còn đàn guitar k",Bot doing sth,1.1, ,0,query_knowledge_base,2020-06-05 07:01:42,2020-06-05 07:01:43,1.0
40,2020-06-05,1718344591571514,https://scontent.xx.fbcdn.net/v/t1.15752-9/101498229_253553652637318_4844843244418236416_n.jpg?_nc_cat=102&_nc_sid=b96e70&_nc_oc=AQkjv0QNx-FnWDoRkbEeao09ejprkDKg-py3UHgM-w1Kz9QaMJehRYHTEodsrHFZn_iRHwZu-GYomGobx5quKkN_&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=58ef36ef9a7db6db66781b2f1a3b8265&oe=5EFFC003,"Dạ, có phải bạn muốn hỏi một trong các sản phẩm dưới đây không ạ?
 (Vui lòng ấn chọn 1 sản phẩm)",, ,0,send_link,2020-06-05 07:02:17,2020-06-05 07:02:20,3.0
40,2020-06-05,1718344591571514,"Mình hỏi cái đàn guitar
Mình gửi hình cho bạn r đấy
Với cái vo lăng điện từ
Bạn còn hàng k ak",bot handover_to_inbox,, ,0,handover_to_inbox,2020-06-05 07:03:14,no_timestamp,no_wait_time
41,2020-06-05,1822393247778093,"https://scontent.xx.fbcdn.net/v/t1.15752-9/84095291_1180200439008185_8125990163101777920_n.jpg?_nc_cat=104&_nc_sid=b96e70&_nc_ohc=zPLpu0QC3xAAX9qdDhp&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=03dcef530beca8e22dc059b95ebc8f50&oe=5EFF206C
b shop có bán nôi ntn ko","Dạ, có phải bạn muốn hỏi một trong các sản phẩm dưới đây không ạ?
 (Vui lòng ấn chọn 1 sản phẩm)",1.1, ,0,query_knowledge_base,2020-06-05 04:22:12,2020-06-05 04:22:15,3.0
42,2020-06-05,2621484447928698,"https://scontent.xx.fbcdn.net/v/t1.15752-9/101735071_1025825091165903_1084107680324255744_n.jpg?_nc_cat=100&_nc_sid=b96e70&_nc_ohc=_ROTyZqMLv8AX_q2jin&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=b0ab781f7d5474c7d69544024271b263&oe=5F010B4B
ib nhé",Dạ mời bạn tham khảo sản phẩm hiện có tại shop nhé!,1.1, ,0,query_knowledge_base,2020-06-05 03:46:39,2020-06-05 03:46:42,3.0
