conversation_id,turn,uc5,uc4,message_id,fb_conversation_id,sender_id,to_sender_id,sender_name,user_message,bot_message,updated_time,created_time,attachments,user_message_clean
148,5,,,m_GJxPQATog3oIVM9MAUYYCUqnMajr6g9bb0bkNlZQd3ATBqnW3wb65XUD5LMKZKsF8H5OlZxNsgyWq_Pv3dpEQg,t_1069722746558657,1454523434857990,1861786853926802,Shop Gấu & Bí Ngô - Đồ dùng Mẹ & Bé cao cấp,user,ok b,2020-08-10T04:41:29+0000,2020-08-10T04:41:23+0000,,user
148,6,,,m_Ke1v8v8xsVWcJbrq0Gpgg0qnMajr6g9bb0bkNlZQd3A9GUVLpz0EaNp2n13YC5_dpJ1SKq47XxEQwqqFWVPCjg,t_1069722746558657,1861786853926802,1454523434857990,Chérie Đỗ,Ukie tks shop,bot,2020-08-10T04:41:29+0000,2020-08-10T04:41:29+0000,,uki thanks shop
149,0,,,m_4AkbP43g6FaXTqOgBFUP0-_qdPdD9zguiuAmPCeNjWiPRVAEPnM4bIQyhA_UrtR5CTMnxfuKQ4tlFkl3no_FMQ,t_1971729312893164,1818473254905977,1454523434857990,Nga Le,Cho em tên shopee của quán với,bot,2020-08-10T06:49:59+0000,2020-08-10T02:33:52+0000,,cho em tên shopee của quán với
149,0,,,m_B81KYJg5snCP6K4NcTi85O_qdPdD9zguiuAmPCeNjWg0GUmWVvUo1V4LhdT3bIHjy1XtEqm344xN7-T2JISdHg,t_1971729312893164,1818473254905977,1454523434857990,Nga Le,E tìm cho nhanh,bot,2020-08-10T06:49:59+0000,2020-08-10T02:33:54+0000,,em tìm cho nhanh
149,0,,,m_WQ6_jUUGEiQsgT_Rg4B4Vu_qdPdD9zguiuAmPCeNjWg0SASOrWZkdFIoX9nn53d2zAT9Ksr42Thxs_prOlhyxQ,t_1971729312893164,1818473254905977,1454523434857990,Nga Le,Cho em 2 cái,bot,2020-08-10T06:49:59+0000,2020-08-10T02:34:22+0000,,cho em 2 cái
149,0,,,m_RLI83XYySax9RiEsyDnbFu_qdPdD9zguiuAmPCeNjWj1vS3m9_Axk5H9TrWZeRTVBHtHJXn9YjLWMVcnRPmNxw,t_1971729312893164,1454523434857990,1818473254905977,Shop Gấu & Bí Ngô - Đồ dùng Mẹ & Bé cao cấp,user,link minhfg gửi là shopee bên mình đó ạ,2020-08-10T06:49:59+0000,2020-08-10T02:43:16+0000,,user
149,1,,,m_h9sjhRoB5zsgUqclbxZJtO_qdPdD9zguiuAmPCeNjWiR0tn3Pr5xPXefhLbPI2sRLEwY62IU01fgXd2z4ZD7lg,t_1971729312893164,1818473254905977,1454523434857990,Nga Le,Ship cho em đi,bot,2020-08-10T06:49:59+0000,2020-08-10T02:43:24+0000,,ship cho em đi
149,1,,,m_Bt8y-eLRCB_Geg8-Zzzt-u_qdPdD9zguiuAmPCeNjWhyg1wYsCx3elhyrj4wgUxgs5Jw3rsB7r5OBF3wVn3KaA,t_1971729312893164,1818473254905977,1454523434857990,Nga Le,2 cái,bot,2020-08-10T06:49:59+0000,2020-08-10T02:43:26+0000,,2 cái
149,1,,,m_ly2-gwTJSnK-f3v3qkpibu_qdPdD9zguiuAmPCeNjWir3hYlG4pLf9823l7AkPdib2nJEQMSBgfHWMK9sH-C0g,t_1971729312893164,1818473254905977,1454523434857990,Nga Le,Về địa chỉ,bot,2020-08-10T06:49:59+0000,2020-08-10T02:43:36+0000,,về địa chỉ
149,1,,,m_R6bFf1qbAZVzdHkWhLR5Je_qdPdD9zguiuAmPCeNjWh2KAHc6-Lt8n9JzCtlM3p53eNyhwj5hKazTahjRvrtAw,t_1971729312893164,1818473254905977,1454523434857990,Nga Le,Lê thị nga 0972369373,bot,2020-08-10T06:49:59+0000,2020-08-10T02:43:41+0000,,lên thị nga 0972369373
149,1,,,m_lbQ_e6gBqCBmcvi6nf6Eu-_qdPdD9zguiuAmPCeNjWggvvpbKpYYRmrQHDjQj2OoQuzHzGPwRZf7eoHGla0PHQ,t_1971729312893164,1818473254905977,1454523434857990,Nga Le,Ngân hàng bưu điện liên việt cn nghệ an,bot,2020-08-10T06:49:59+0000,2020-08-10T02:43:55+0000,,ngân hàng bưu điện liên việt cn nghệ an
149,1,,,m_ixhgHXMF14z25-hdWw-PXu_qdPdD9zguiuAmPCeNjWjzynPgtOUQVXWGUgpHPO3UyRQqKI64z6Br0IKoET3KyQ,t_1971729312893164,1818473254905977,1454523434857990,Nga Le,Số 20b cao thắng hồng sơn tp vinh nghệ an,bot,2020-08-10T06:49:59+0000,2020-08-10T02:44:09+0000,,số 20b cao thắng hồng sơn thành phố vinh nghệ an
149,1,,,m_PjwWSk0iypyhP24s_J_x2e_qdPdD9zguiuAmPCeNjWh8u9pYgMVgtKRfYylRVn7GzbppsUk4wQj6iycaMf5_lQ,t_1971729312893164,1454523434857990,1818473254905977,Shop Gấu & Bí Ngô - Đồ dùng Mẹ & Bé cao cấp,user,bên mình chỉ cod qua shopee thôi ạ,2020-08-10T06:49:59+0000,2020-08-10T02:46:10+0000,,user
149,1,,,m_j6wbIFpYrwSYplunabCmBO_qdPdD9zguiuAmPCeNjWi5r0QKvdyLsU8tAf8W6VNRl1FHmBRccZidsTqTCu-Wmw,t_1971729312893164,1454523434857990,1818473254905977,Shop Gấu & Bí Ngô - Đồ dùng Mẹ & Bé cao cấp,user,hoặc b ck mình gửi,2020-08-10T06:49:59+0000,2020-08-10T02:46:15+0000,,user
149,2,,,m_h3H6ow2xNpwVCCUgRcA0R-_qdPdD9zguiuAmPCeNjWjZVQQrATckcTL-Nc-qKXH3UkT9NZccuLiDqxmI0JA-kg,t_1971729312893164,1818473254905977,1454523434857990,Nga Le,Ck trước cũng dc,bot,2020-08-10T06:49:59+0000,2020-08-10T02:46:19+0000,,chuyển khoản trước cũng được
149,2,,,m_JPsgk-LeS5IqifxvTLacku_qdPdD9zguiuAmPCeNjWjXJVWaaLpHd6TyAVjdvxlVbfoIV3IQMODACZocbSrMEw,t_1971729312893164,1818473254905977,1454523434857990,Nga Le,Cho mình coi lại ảnh,bot,2020-08-10T06:49:59+0000,2020-08-10T02:46:22+0000,,cho mình coi lại ảnh
149,2,,,m_ow3qmSJ0VpAcKmyg7Vb6q-_qdPdD9zguiuAmPCeNjWjwJ8l4KFkSonOpqZWHy5zgjYh0KMjCfoa4-_nIX6jkWg,t_1971729312893164,1818473254905977,1454523434857990,Nga Le,Màu vàng,bot,2020-08-10T06:49:59+0000,2020-08-10T02:46:25+0000,,màu vàng
149,2,,,m_Vaeos0rkgUT_C82lfbt-bO_qdPdD9zguiuAmPCeNjWjRqP5EVTIoCcaE3TNv_-FZaeqdG9XLT11cAcivdTQkVg,t_1971729312893164,1454523434857990,1818473254905977,Shop Gấu & Bí Ngô - Đồ dùng Mẹ & Bé cao cấp,user,"❌ 0611001928974 - VietcomBank chi nhánh Ba Đình. Nguyễn Lê Thuỷ

❌ 19034987361010 - Nguyễn Lê Thuỷ
Ngân hàng Techcombank


Nội dung chuyển khoản Nga Le  ghi rõ Tên Facebook + số điện thoại và nhắn lại bên mình sau khi CK nhé.",2020-08-10T06:49:59+0000,2020-08-10T02:49:52+0000,,user
149,2,,,m_GHfvQiCg5V0fvPI7Hy66ru_qdPdD9zguiuAmPCeNjWjYHuIZRpGcUhcbWrIevKzCIUU0o6hzfZjkGJ-1qHu2zA,t_1971729312893164,1454523434857990,1818473254905977,Shop Gấu & Bí Ngô - Đồ dùng Mẹ & Bé cao cấp,user,,2020-08-10T06:49:59+0000,2020-08-10T02:50:35+0000,"https://scontent.fhan3-3.fna.fbcdn.net/v/t1.15752-9/116883433_349472269420947_6886463257587155845_n.png?_nc_cat=101&_nc_sid=b96e70&_nc_ohc=D1gnkcRBlKMAX8epHF4&_nc_ht=scontent.fhan3-3.fna&oh=8038882c7e08e9cd788eaf44d67f11d7&oe=5F616068, ",user
149,3,,,m_NXaTrL2j2VmSMsdq3tQ8Ye_qdPdD9zguiuAmPCeNjWimKwijEIDb6CeJRws1-UEKbSmD5JokqR_aZh6BazD6lA,t_1971729312893164,1818473254905977,1454523434857990,Nga Le,2 cái bao tiền ạ,bot,2020-08-10T06:49:59+0000,2020-08-10T02:57:44+0000,,2 cái báo tiền ạ
149,3,,,m_RWIOX0dv51Jy2deVXosSTO_qdPdD9zguiuAmPCeNjWhr-mFvP_wcEDuGIJ_1YLrBno3PNhx2hrCEh79EwZ7Jpw,t_1971729312893164,1454523434857990,1818473254905977,Shop Gấu & Bí Ngô - Đồ dùng Mẹ & Bé cao cấp,user,198k ạh,2020-08-10T06:49:59+0000,2020-08-10T02:58:42+0000,,user
149,4,,,m_2upIRHGAhqQsNxoLXeRbmu_qdPdD9zguiuAmPCeNjWgYGvaOWNxG-rOaKB4kDlsFf5K_dC0cY1dOVkYNopjBLg,t_1971729312893164,1818473254905977,1454523434857990,Nga Le,Ok,bot,2020-08-10T06:49:59+0000,2020-08-10T02:58:57+0000,,ok
149,4,,,m_isXZ97g4VAYTdgU_irSJZe_qdPdD9zguiuAmPCeNjWhmoQ4urem0UCAFR1HWDzDQxXV7VRGU1By7G2F9wfVZ7Q,t_1971729312893164,1818473254905977,1454523434857990,Nga Le,,bot,2020-08-10T06:49:59+0000,2020-08-10T04:56:47+0000,"https://scontent.fhan4-1.fna.fbcdn.net/v/t1.15752-9/117587032_694691954414764_5229928956527267432_n.jpg?_nc_cat=105&_nc_sid=b96e70&_nc_ohc=6Ey7rOUI0qwAX86PPab&_nc_ht=scontent.fhan4-1.fna&oh=d137e57ce5205d068a0f843dbfe30665&oe=5F627217, ",
149,4,,,m_RFvKL2yRRuXPqdUXcohJDe_qdPdD9zguiuAmPCeNjWiN8y3KFgNeloxUCn-EH53dpjJiAzUra7j8ATPIVADeHQ,t_1971729312893164,1454523434857990,1818473254905977,Shop Gấu & Bí Ngô - Đồ dùng Mẹ & Bé cao cấp,user,ok b đợi nhận dùm mình,2020-08-10T06:49:59+0000,2020-08-10T06:45:13+0000,,user
149,5,,,m_ohBhhTKT7NxTQWgaoCHH4O_qdPdD9zguiuAmPCeNjWjXf-MZ5TJuMtkGgRgjQpvzRsmYYU-aGHifQqUgqg1F4g,t_1971729312893164,1818473254905977,1454523434857990,Nga Le,Gửi sớm giúp mình tí nhé,bot,2020-08-10T06:49:59+0000,2020-08-10T06:49:29+0000,,gửi sớm giúp mình tí nhé
149,5,,,m_L2RXc4cS5pCu0QyUEZJPyu_qdPdD9zguiuAmPCeNjWgxGMxyjAoDOQHrr00cs5a_3B3Nuro6EEvOA42LYYW8gQ,t_1971729312893164,1818473254905977,1454523434857990,Nga Le,Mình cảm ơn,bot,2020-08-10T06:49:59+0000,2020-08-10T06:49:32+0000,,mình cảm ơn
149,5,,,m_c2gHm0p1zqfa2Eigq5jKUe_qdPdD9zguiuAmPCeNjWjDHjXQiGphfO8UXOPa5EVh_hADhtNhQ5xL-K7J46d_BQ,t_1971729312893164,1454523434857990,1818473254905977,Shop Gấu & Bí Ngô - Đồ dùng Mẹ & Bé cao cấp,user,vâng hany mk gửi ạ,2020-08-10T06:49:59+0000,2020-08-10T06:49:59+0000,,user
150,0,,,m_r0bBUnoI3ffCNUR8kdNUoq10_DlQ1z9rVDibGftM2gMjYAbTE2J2ZboXjThFzQ36gg_qoxUpMJcm-Pvbfa2wfw,t_1070794923059896,1908272235903803,1454523434857990,Diep Trinh,Ok b,bot,2020-08-10T07:22:20+0000,2020-08-10T04:25:36+0000,,ok bạn
150,0,,,m_LEyqrF4TYabkrvPKuWGxcK10_DlQ1z9rVDibGftM2gPeZb9vCvOHyKBFDCH5bc-tqCiOV6TXVqAOe3cPC2aYiw,t_1070794923059896,1908272235903803,1454523434857990,Diep Trinh,B check giúp mình màu xanh cho bé trai nhé,bot,2020-08-10T07:22:20+0000,2020-08-10T04:25:47+0000,,bạn check giúp mình màu xanh cho bé trai nhé
150,0,,,m_BqGts7QgRefr59x21R59QK10_DlQ1z9rVDibGftM2gOXW3148cslwEm_ecxB-ONHPD_NT9ra4OxnPWjRRW8bRQ,t_1070794923059896,1908272235903803,1454523434857990,Diep Trinh,Nó có lắp pin vào để tạo hiệu ứng âm thanh pai k ah,bot,2020-08-10T07:22:20+0000,2020-08-10T04:26:06+0000,,nó có lắp pin vào để tạo hiệu ứng âm thanh pai không ạ
150,0,,,m_7lCZXi5PtD6wC0RqCQb4va10_DlQ1z9rVDibGftM2gOt70ONgz5MilCIGiwToMhXgkOeUrHs89Og85b3YUWqUw,t_1070794923059896,1454523434857990,1908272235903803,Shop Gấu & Bí Ngô - Đồ dùng Mẹ & Bé cao cấp,user,dạ có b ạ,2020-08-10T07:22:20+0000,2020-08-10T06:48:47+0000,,user
150,0,,,m_QZbB-twqI58iodDvnCPwMa10_DlQ1z9rVDibGftM2gPDrab-u2IR8SCZAKlRWv2KEzVz0ubGum7_MOu3dNGTNw,t_1070794923059896,1454523434857990,1908272235903803,Shop Gấu & Bí Ngô - Đồ dùng Mẹ & Bé cao cấp,user,b cần giao ve đâu ạ,2020-08-10T07:22:20+0000,2020-08-10T06:48:52+0000,,user
150,1,,,m_fV3a-ONAxRx3ng5sOa92Nq10_DlQ1z9rVDibGftM2gNRHz8k6d7uDKFAvuqrrC7QFzE2MNr8uI0GPx2WoUNl-A,t_1070794923059896,1908272235903803,1454523434857990,Diep Trinh,Ship cho m về 54 nguyễn thị lưu 6-p ngô quyền -tp bắc giang,bot,2020-08-10T07:22:20+0000,2020-08-10T06:49:29+0000,,ship cho mình về 54 nguyễn thị lưu 6-p ngô quyền -tp bắc giang
150,1,,,m_V1xvad8K6NohFHJljhbCH610_DlQ1z9rVDibGftM2gP3AfkKVmkKtyWjjwTG_8oU1UkKuLVxwRgS1ltUci2I1w,t_1070794923059896,1454523434857990,1908272235903803,Shop Gấu & Bí Ngô - Đồ dùng Mẹ & Bé cao cấp,user,"Dạ địa chỉ này Diep Trinh vui lòng chuyển khoản 50% hoặc 100% giá trị đơn hàng dùm mình-bên mình gửi VIETELL
Bạn ck tiền hàng - tiền ship bạn thanh toán khi nhận ạ .",2020-08-10T07:22:20+0000,2020-08-10T06:49:51+0000,,user
150,2,,,m_8W3BTD5ER_sffvSm4g726K10_DlQ1z9rVDibGftM2gM-i6rUPISpq_7snxDrapBX7Ic5uV1jLUhnrhSOl_KI9Q,t_1070794923059896,1908272235903803,1454523434857990,Diep Trinh,Mình nh lần mua bên bạn dc ship cod mà,bot,2020-08-10T07:22:20+0000,2020-08-10T06:51:35+0000,,mình nh lần mua bên bạn được ship cod mà
150,2,,,m_N9_QpQB-RhAYvbbdsEQEf610_DlQ1z9rVDibGftM2gOU9hM90rFPbh7ApMK-lDNlTMSE340gAwPYLepJOmt7ZA,t_1070794923059896,1454523434857990,1908272235903803,Shop Gấu & Bí Ngô - Đồ dùng Mẹ & Bé cao cấp,user,bạn mua ở fb nao ạ,2020-08-10T07:22:20+0000,2020-08-10T06:51:57+0000,,user
150,3,,,m_LyvBvjnnGCWAQPMCNRSiha10_DlQ1z9rVDibGftM2gO70KLugt5VhrlJwDSVJi308k7MsYxwbZPk3GzaJ91mnw,t_1070794923059896,1908272235903803,1454523434857990,Diep Trinh,Của bên b luôn,bot,2020-08-10T07:22:20+0000,2020-08-10T06:52:30+0000,,của bên bạn luôn
150,3,,,m_qrWTUn-vbOf-78w1bgMfGK10_DlQ1z9rVDibGftM2gMLSweHIWZUYSsgyywUOxI0NZjkgIuy0IMFXy9C99JpsA,t_1070794923059896,1908272235903803,1454523434857990,Diep Trinh,Mình mua của b nh lắm rồi,bot,2020-08-10T07:22:20+0000,2020-08-10T06:52:38+0000,,mình mua của bạn nh lắm rồi
150,3,,,m_jJLggvDyE751oOlT2OCIe610_DlQ1z9rVDibGftM2gPRDfo1EXjGvs-xxMMkrk9LeN_yUotJYYYitZF1DB3_Lg,t_1070794923059896,1908272235903803,1454523434857990,Diep Trinh,Có lần còn ra kho của b bên tây hồ ấy,bot,2020-08-10T07:22:20+0000,2020-08-10T06:52:51+0000,,có lần còn ra kho của bạn bên tây hồ ấy
150,3,,,m_lqsgfuQ60CO7ZmUsg-2rE610_DlQ1z9rVDibGftM2gMJRKRylPaRPQS-DkrcJHHsFM2kdeUujRdsLc_hMyIIOQ,t_1070794923059896,1454523434857990,1908272235903803,Shop Gấu & Bí Ngô - Đồ dùng Mẹ & Bé cao cấp,user,ý mihf là bạn dùng fb nào đặt bên mình ý ạ,2020-08-10T07:22:20+0000,2020-08-10T06:53:02+0000,,user
150,4,,,m_U2cAH_n1BNZZ60zPTpxO3610_DlQ1z9rVDibGftM2gNxN1iK72k4WbLcM3Y0Zfc-iColTXsUFas8u8imcZ2OMw,t_1070794923059896,1908272235903803,1454523434857990,Diep Trinh,Fb này thôi b,bot,2020-08-10T07:22:20+0000,2020-08-10T06:53:12+0000,,facebook này thôi bạn
150,4,,,m_ilp8r_3OG7enXTdsJZxj_a10_DlQ1z9rVDibGftM2gN5j186RrjpHaQ5IS5tIyBUp_f6GfnbPM8PpoFGn_EMcQ,t_1070794923059896,1454523434857990,1908272235903803,Shop Gấu & Bí Ngô - Đồ dùng Mẹ & Bé cao cấp,user,sr b mình có ktra lại đơn hàng có thấy đơn hàng đều ship cod ở hà nội ạ,2020-08-10T07:22:20+0000,2020-08-10T06:54:49+0000,,user
150,4,,,m_LyOIQBK8C0up2HSfOInsaK10_DlQ1z9rVDibGftM2gNlrEBrdsg-3Ix8I1L_AARigh84RSAjqYO8AITdy7qpag,t_1070794923059896,1454523434857990,1908272235903803,Shop Gấu & Bí Ngô - Đồ dùng Mẹ & Bé cao cấp,user,bạn có thể ck dùm mình trc 100k cũng dk ạ,2020-08-10T07:22:20+0000,2020-08-10T06:55:00+0000,,user
150,4,,,m_pna_vtYoZrDhoXSKhPyV8610_DlQ1z9rVDibGftM2gM6gH0tmD9Tkw7584CciXlE2cTESee-de6t1ikmCnLzBA,t_1070794923059896,1454523434857990,1908272235903803,Shop Gấu & Bí Ngô - Đồ dùng Mẹ & Bé cao cấp,user,vì đi tỉnh bên mình k giao cod ạ,2020-08-10T07:22:20+0000,2020-08-10T06:55:14+0000,,user
150,5,,,m_AoYFg_34ZVPm3UABg3GD_q10_DlQ1z9rVDibGftM2gNXEpKj7tPsU_gd_f-gqf9PsZCo4NMImEh2FNwIlO1dtQ,t_1070794923059896,1908272235903803,1454523434857990,Diep Trinh,Ah bjio mình chuyển về đây làm rồi,bot,2020-08-10T07:22:20+0000,2020-08-10T06:55:40+0000,,ạ bjio mình chuyển về đây làm rồi
150,5,,,m_6Kblxxz74i0eNWuIdZRIRa10_DlQ1z9rVDibGftM2gNrjkt7dFIZGGFC_4chXoyaSYqEY64GE56pKXShw4Vmyw,t_1070794923059896,1908272235903803,1454523434857990,Diep Trinh,B cho m stk đi,bot,2020-08-10T07:22:20+0000,2020-08-10T06:56:03+0000,,bạn cho mình số tài khoản đi
150,5,,,m_xMpHv2pUHssmuWqn3abX6K10_DlQ1z9rVDibGftM2gMjBA1vyBrNm1Z5MWzOCX0DiRLjoQythm6jBRBirf_RMA,t_1070794923059896,1454523434857990,1908272235903803,Shop Gấu & Bí Ngô - Đồ dùng Mẹ & Bé cao cấp,user,"❌ 0611001928974 - VietcomBank chi nhánh Ba Đình. Nguyễn Lê Thuỷ

❌ 19034987361010 - Nguyễn Lê Thuỷ
Ngân hàng Techcombank


Nội dung chuyển khoản Diep Trinh  ghi rõ Tên Facebook + số điện thoại và nhắn lại bên mình sau khi CK nhé.",2020-08-10T07:22:20+0000,2020-08-10T06:56:12+0000,,user
150,6,,,m_bFgy78GBn-p1xhpU8f220K10_DlQ1z9rVDibGftM2gN7t61syaJag1SYgs0lQP7mXDUkqovfB8YS3J15biMM9w,t_1070794923059896,1908272235903803,1454523434857990,Diep Trinh,,bot,2020-08-10T07:22:20+0000,2020-08-10T07:17:51+0000,"https://scontent.fhan3-3.fna.fbcdn.net/v/t1.15752-9/117316752_306956113981756_8285268163487402751_n.jpg?_nc_cat=101&_nc_sid=b96e70&_nc_ohc=NHZo0R7RRtIAX-G_BAA&_nc_ht=scontent.fhan3-3.fna&oh=434c9b43a0e39111c6ef49bd88d7456e&oe=5F626B68, ",
150,6,,,m_rQMAW08yLF9QLr1548Dxo610_DlQ1z9rVDibGftM2gPCDNlXoIxrJmCR1KZ_pBMfAWSzX7auvawPAw0rbTDY3g,t_1070794923059896,1908272235903803,1454523434857990,Diep Trinh,Đay b,bot,2020-08-10T07:22:20+0000,2020-08-10T07:17:51+0000,,đấy bạn
150,6,,,m_pe7gbWMhTQVdoXzUvzl5wa10_DlQ1z9rVDibGftM2gOpOcZdSRG6BZxdg9MrXg07QtPSqg0pEqsVnGCdvXUpVw,t_1070794923059896,1454523434857990,1908272235903803,Shop Gấu & Bí Ngô - Đồ dùng Mẹ & Bé cao cấp,user,cho mình xin lại sdt nhận hàng ạ,2020-08-10T07:22:20+0000,2020-08-10T07:21:03+0000,,user
150,7,,,m_Pmrze5khJeZRHPPQA9g1na10_DlQ1z9rVDibGftM2gPe7HIXKRl26O9er892hQlkWG1EkvTa1TAwUfI1UxnFaQ,t_1070794923059896,1908272235903803,1454523434857990,Diep Trinh,0903473802,bot,2020-08-10T07:22:20+0000,2020-08-10T07:22:05+0000,,0903473802
150,7,,,m_pWGHAZ-HuN44S68tDPb63610_DlQ1z9rVDibGftM2gN4xo9DdYZEDzBuvpTDbVRRk-FdFa-zL7rQtT1yqd0OOA,t_1070794923059896,1454523434857990,1908272235903803,Shop Gấu & Bí Ngô - Đồ dùng Mẹ & Bé cao cấp,user,ok b ạ,2020-08-10T07:22:20+0000,2020-08-10T07:22:20+0000,,user
151,0,,,m_bvCFdqRI_1U8Yv2pYCw4NoQU1x70X1OKmSWlq01jOhOCLeYU2_VUwmxC6hjbJ8Ai9virAvWHe6suGS354BWjKw,t_1635116176560322,1401663759919132,1454523434857990,Ngọc Nhung,B ơi,bot,2020-08-10T08:08:15+0000,2020-08-10T08:07:50+0000,,bạn ơi
151,0,,,m_ATPwOj4MSX0T41d4I_ZYioQU1x70X1OKmSWlq01jOhOTcSehfRiAaW9l1EzbZpMjpiqtNzhbKEjWeq796uuvgw,t_1635116176560322,1401663759919132,1454523434857990,Ngọc Nhung,Shop mình có xe chòi chân ko nhỉ,bot,2020-08-10T08:08:15+0000,2020-08-10T08:07:57+0000,,shop mình có xe chòi chân không nhỉ
151,0,,,m_yMaVpSvSkrfhu0IoI0hXxIQU1x70X1OKmSWlq01jOhOfOOYdb9LOLCuL5nAfFCH1-Co5NLgit1K_9pkgGVAl_Q,t_1635116176560322,1454523434857990,1401663759919132,Shop Gấu & Bí Ngô - Đồ dùng Mẹ & Bé cao cấp,user,"Dạ, shop có bán ạ
Mời bạn bấm vào sản phẩm để xem thông tin chi tiết nhé! 👇",2020-08-10T08:08:15+0000,2020-08-10T08:08:14+0000,,user
151,0,,,m_sJpSvv1USjbCRxkRfhJzaIQU1x70X1OKmSWlq01jOhO-k4UdHWbBCCKE4OQlQMwzz1dHTG2EN2092JBbAK1v7w,t_1635116176560322,1454523434857990,1401663759919132,Shop Gấu & Bí Ngô - Đồ dùng Mẹ & Bé cao cấp,user,,2020-08-10T08:08:15+0000,2020-08-10T08:08:15+0000,,user
152,0,,,m_iq0vtV-VIdRl3bn3cA32t4AY3jA__n0iX3XhZT33WtzpSXBDfI9fA-pK2DxyJaUrRtOx0j6o5_RsXDiu2KZAeQ,t_1729816364000978,1515759931840305,1454523434857990,Lê Kiều Trang,B ơi,bot,2020-08-10T08:51:06+0000,2020-08-10T08:20:18+0000,,bạn ơi
152,0,,,m_0wFBUeX9Y9pnJw8JWWEjrIAY3jA__n0iX3XhZT33WtxBkgvnLoUWYxTR-GqC8w-70wUeLteUkpnThLjhtD8K6g,t_1729816364000978,1515759931840305,1454523434857990,Lê Kiều Trang,Ngựa bập bênh còn màu j,bot,2020-08-10T08:51:06+0000,2020-08-10T08:20:29+0000,,ngựa bập bênh còn màu gì
152,0,,,m_CWzp76GZNhDOvXQcEG9ap4AY3jA__n0iX3XhZT33WtygL_VeLdlC_qWUCUxA3cfGPxzOjxlK8WhkGwjx4T_gnA,t_1729816364000978,1515759931840305,1454523434857990,Lê Kiều Trang,M xem với,bot,2020-08-10T08:51:06+0000,2020-08-10T08:20:34+0000,,mình xem với
152,0,,,m__nS21H-YK4jsHinO0vdTDoAY3jA__n0iX3XhZT33WtwTjl3WDlMgLVvzAaMwFAYkl4yu9Wz_ibleX5GHGL3Y5g,t_1729816364000978,1454523434857990,1515759931840305,Shop Gấu & Bí Ngô - Đồ dùng Mẹ & Bé cao cấp,user,"Sản phẩm NGỰA BẬP BÊNH HOLLA 2020 hiện shop đang có màu: *Hồng*.
Bạn tham khảo các sản phẩm sau nhé ạ:",2020-08-10T08:51:06+0000,2020-08-10T08:20:48+0000,,user
152,0,,,m_foPBoBwAHkt2lQ6qhEXG1IAY3jA__n0iX3XhZT33WtwIErNeqLww4Hcyo0dkUFiMWCHfmsjeeJnLWLPoCWREBw,t_1729816364000978,1454523434857990,1515759931840305,Shop Gấu & Bí Ngô - Đồ dùng Mẹ & Bé cao cấp,user,,2020-08-10T08:51:06+0000,2020-08-10T08:20:49+0000,,user
152,1,,,m_QC42wLV3WzyMcNS9DOF4YYAY3jA__n0iX3XhZT33Wtw0CcAmAL0fa_Srcvrc11JZI3TxnbM01XgVUnpfZBJZ8Q,t_1729816364000978,1515759931840305,1454523434857990,Lê Kiều Trang,Có bỏ đc cái đằng sau ra ko b,bot,2020-08-10T08:51:06+0000,2020-08-10T08:21:45+0000,,có bỏ được cái đồng sau ra không bạn
152,1,,,m_7Tp019zNJddGngBMBBoZoYAY3jA__n0iX3XhZT33WtwDYyPWdiQIwqwb0zL2VVnG68aFL0l_Lgh1_n82WDyniQ,t_1729816364000978,1454523434857990,1515759931840305,Shop Gấu & Bí Ngô - Đồ dùng Mẹ & Bé cao cấp,user,"Dạ, bạn vui lòng chờ trong ít phút nhân viên của shop sẽ phục vụ bạn ạ!^^",2020-08-10T08:51:06+0000,2020-08-10T08:22:01+0000,,user
152,1,,,m_UaPLnb7nydM4yoB29aAo2oAY3jA__n0iX3XhZT33Wtw_fBS1TrwPzHmaRp4xpJ-stZGf9PkLNYiYHKHN_IxiCQ,t_1729816364000978,1454523434857990,1515759931840305,Shop Gấu & Bí Ngô - Đồ dùng Mẹ & Bé cao cấp,user,Dạ mk nhầm mk còn mãu toys house 499k ạ,2020-08-10T08:51:06+0000,2020-08-10T08:22:20+0000,,user
152,1,,,m_9su2eflmTABNjXXulx7-k4AY3jA__n0iX3XhZT33Wtw9fXd29WA0CjovKFTMYkm1RHQQzTzdZb9vj44JZu2awg,t_1729816364000978,1454523434857990,1515759931840305,Shop Gấu & Bí Ngô - Đồ dùng Mẹ & Bé cao cấp,user,,2020-08-10T08:51:06+0000,2020-08-10T08:22:55+0000,"https://scontent.fhan3-1.fna.fbcdn.net/v/t1.15752-9/117035138_358331575568938_5524566383264036764_n.jpg?_nc_cat=109&_nc_sid=b96e70&_nc_ohc=QiM80GUDFj0AX_oZCeZ&_nc_ht=scontent.fhan3-1.fna&oh=eafe5331352aab71d91d754607488a93&oe=5F62CB6A, ",user
